Date,Close
18/06/2018 16:00,85.85
19/06/2018 16:00,84.52
20/06/2018 16:00,85.95
21/06/2018 16:00,85.97
22/06/2018 16:00,85.12
25/06/2018 16:00,82.19
26/06/2018 16:00,82.32
27/06/2018 16:00,80.67
28/06/2018 16:00,82.48
29/06/2018 16:00,83.27
2/07/2018 16:00,83.89
3/07/2018 13:00,83.27
5/07/2018 16:00,84.59
6/07/2018 16:00,85.94
9/07/2018 16:00,86.23
10/07/2018 16:00,86.17
11/07/2018 16:00,86.25
12/07/2018 16:00,89.13
13/07/2018 16:00,87.99
16/07/2018 16:00,87.77
17/07/2018 16:00,88.58
18/07/2018 16:00,88.22
19/07/2018 16:00,87.38
20/07/2018 16:00,87.47
23/07/2018 16:00,89.24
24/07/2018 16:00,91.41
25/07/2018 16:00,91.37
26/07/2018 16:00,89.14
27/07/2018 16:00,85.46
30/07/2018 16:00,82.39
31/07/2018 16:00,82.14
1/08/2018 16:00,83.46
2/08/2018 16:00,85.53
3/08/2018 16:00,85.19
6/08/2018 16:00,85.77
7/08/2018 16:00,86.3
8/08/2018 16:00,86.74
9/08/2018 16:00,87.17
10/08/2018 16:00,87.01
13/08/2018 16:00,87.01
14/08/2018 16:00,87.73
15/08/2018 16:00,85.19
16/08/2018 16:00,85.32
17/08/2018 16:00,85.45
20/08/2018 16:00,85.75
21/08/2018 16:00,86.22
22/08/2018 16:00,86.95
23/08/2018 16:00,87.38
24/08/2018 16:00,90.1
27/08/2018 16:00,89.97
28/08/2018 16:00,90.61
29/08/2018 16:00,92.62
30/08/2018 16:00,92.09
31/08/2018 16:00,92.33
4/09/2018 16:00,93.07
5/09/2018 16:00,89.05
6/09/2018 16:00,89
7/09/2018 16:00,88.82
10/09/2018 16:00,89.8
11/09/2018 16:00,91.43
12/09/2018 16:00,92.4
13/09/2018 16:00,92.19
14/09/2018 16:00,90.78
17/09/2018 16:00,88.68
18/09/2018 16:00,89.72
19/09/2018 16:00,89.31
20/09/2018 16:00,90.6
21/09/2018 16:00,90.62
24/09/2018 16:00,89.62
25/09/2018 16:00,90.04
26/09/2018 16:00,89.85
27/09/2018 16:00,88.99
28/09/2018 16:00,87.84
1/10/2018 16:00,87.55
2/10/2018 16:00,86.68
3/10/2018 16:00,87.15
4/10/2018 16:00,84.34
5/10/2018 16:00,83.18
8/10/2018 16:00,80.55
9/10/2018 16:00,80.03
10/10/2018 16:00,75.45
11/10/2018 16:00,75.9
12/10/2018 16:00,79.03
15/10/2018 16:00,77.23
16/10/2018 16:00,80.61
17/10/2018 16:00,80.09
18/10/2018 16:00,77.48
19/10/2018 16:00,84.78
22/10/2018 16:00,85.43
23/10/2018 16:00,87.57
24/10/2018 16:00,83.09
25/10/2018 16:00,85.96
26/10/2018 16:00,83.37
29/10/2018 16:00,81.15
30/10/2018 16:00,80.9
31/10/2018 16:00,84.19
1/11/2018 16:00,85.04
2/11/2018 16:00,83.51
5/11/2018 16:00,84.05
6/11/2018 16:00,84.69
7/11/2018 16:00,88.23
8/11/2018 16:00,89.04
9/11/2018 16:00,86.76
12/11/2018 16:00,83.78
13/11/2018 16:00,83.78
14/11/2018 16:00,84.05
15/11/2018 16:00,86.74
16/11/2018 16:00,85.06
19/11/2018 16:00,80.13
20/11/2018 16:00,77.76
21/11/2018 16:00,79.12
23/11/2018 13:00,77.95
26/11/2018 16:00,80.86
27/11/2018 16:00,81.97
28/11/2018 16:00,85.98
29/11/2018 16:00,84.26
30/11/2018 16:00,85.81
3/12/2018 16:00,87.98
4/12/2018 16:00,84.19
6/12/2018 16:00,85.82
7/12/2018 16:00,82.77
10/12/2018 16:00,84.93
11/12/2018 16:00,85.51
12/12/2018 16:00,86.5
13/12/2018 16:00,87.56
14/12/2018 16:00,85.92
17/12/2018 16:00,84.1
18/12/2018 16:00,85.51
19/12/2018 16:00,84.03
20/12/2018 16:00,82.44
21/12/2018 16:00,78.14
24/12/2018 13:00,77.06
26/12/2018 16:00,82.8
27/12/2018 16:00,84.31
28/12/2018 16:00,83.26
31/12/2018 16:00,84.09
2/01/2019 16:00,85.75
3/01/2019 16:00,82.09
4/01/2019 16:00,86.27
7/01/2019 16:00,86.93
8/01/2019 16:00,88.7
9/01/2019 16:00,89.55
10/01/2019 16:00,90.7
11/01/2019 16:00,90.65
14/01/2019 16:00,90.43
15/01/2019 16:00,91.6
16/01/2019 16:00,90.55
17/01/2019 16:00,90.4
18/01/2019 16:00,91.12
22/01/2019 16:00,89.94
23/01/2019 16:00,90.5
24/01/2019 16:00,92.2
25/01/2019 16:00,94.28
28/01/2019 16:00,92.3
29/01/2019 16:00,91.12
30/01/2019 16:00,92.42
31/01/2019 16:00,88.76
1/02/2019 16:00,90.01
4/02/2019 16:00,91.66
5/02/2019 16:00,92.27
6/02/2019 16:00,92.25
7/02/2019 16:00,90.85
8/02/2019 16:00,91.87
11/02/2019 16:00,92.69
12/02/2019 16:00,94.38
13/02/2019 16:00,94.01
14/02/2019 16:00,94.42
15/02/2019 16:00,94.91
19/02/2019 16:00,95.02
20/02/2019 16:00,94.73
21/02/2019 16:00,94.96
22/02/2019 16:00,95.98
25/02/2019 16:00,96.7
26/02/2019 16:00,96.59
27/02/2019 16:00,97.86
28/02/2019 16:00,98.07
1/03/2019 16:00,98.8
4/03/2019 16:00,96.57
5/03/2019 16:00,96.53
6/03/2019 16:00,96.46
7/03/2019 16:00,96.21
8/03/2019 16:00,95.69
11/03/2019 16:00,97.45
12/03/2019 16:00,97.5
13/03/2019 16:00,99.31
14/03/2019 16:00,99.03
15/03/2019 16:00,100.73
18/03/2019 16:00,100.27
19/03/2019 16:00,101.54
20/03/2019 16:00,102.31
21/03/2019 16:00,104.15
22/03/2019 16:00,101.27
25/03/2019 16:00,101.55
26/03/2019 16:00,103.15
27/03/2019 16:00,103.07
28/03/2019 16:00,103.86
29/03/2019 16:00,103.84
1/04/2019 16:00,105.55
2/04/2019 16:00,105.23
3/04/2019 16:00,104.69
4/04/2019 16:00,104.46
5/04/2019 16:00,105.73
8/04/2019 16:00,106.57
9/04/2019 16:00,106.93
10/04/2019 16:00,107.51
11/04/2019 16:00,106.46
12/04/2019 16:00,108.48
15/04/2019 16:00,108.14
16/04/2019 16:00,108.2
17/04/2019 16:00,108.81
18/04/2019 16:00,107.36
22/04/2019 16:00,106.81
23/04/2019 16:00,106.9
24/04/2019 16:00,107.22
25/04/2019 16:00,110.22
26/04/2019 16:00,110.56
29/04/2019 16:00,112.44
30/04/2019 16:00,112.77
1/05/2019 16:00,110.94
2/05/2019 16:00,109.7
3/05/2019 16:00,111.96
6/05/2019 16:00,110.85
7/05/2019 16:00,108.95
8/05/2019 16:00,109.07
9/05/2019 16:00,109.73
10/05/2019 16:00,110.41
13/05/2019 16:00,106.83
14/05/2019 16:00,109.09
15/05/2019 16:00,111.5
16/05/2019 16:00,113.87
17/05/2019 16:00,112.8
20/05/2019 16:00,112.15
21/05/2019 16:00,112.43
22/05/2019 16:00,112.47
23/05/2019 16:00,109.9
24/05/2019 16:00,109.85
28/05/2019 16:00,111.74
29/05/2019 16:00,110.08
30/05/2019 16:00,111.41
31/05/2019 16:00,109.75
3/06/2019 16:00,105.52
4/06/2019 16:00,108.73
5/06/2019 16:00,110.77
6/06/2019 16:00,111.78
7/06/2019 16:00,114.02
10/06/2019 16:00,115.62
11/06/2019 16:00,114.6
12/06/2019 16:00,114.5
13/06/2019 16:00,115.72
14/06/2019 16:00,116.17
17/06/2019 16:00,117.16
18/06/2019 16:00,115.98
19/06/2019 16:00,117.14
20/06/2019 16:00,118.79
21/06/2019 16:00,116.21
24/06/2019 16:00,116.5
25/06/2019 16:00,114.44
26/06/2019 16:00,114.15
27/06/2019 16:00,113.67
28/06/2019 16:00,114.46
1/07/2019 16:00,115.03
2/07/2019 16:00,116.17
3/07/2019 13:00,117.68
5/07/2019 16:00,117.16
8/07/2019 16:00,116.95
9/07/2019 16:00,118.37
10/07/2019 16:00,119.64
11/07/2019 16:00,120.65
12/07/2019 16:00,120.12
15/07/2019 16:00,120.9
16/07/2019 16:00,119.71
17/07/2019 16:00,118.81
18/07/2019 16:00,119.87
19/07/2019 16:00,118.63
22/07/2019 16:00,118.69
23/07/2019 16:00,120.22
24/07/2019 16:00,121.3
25/07/2019 16:00,115.12
26/07/2019 16:00,115.49
29/07/2019 16:00,111.45
30/07/2019 16:00,112.04
31/07/2019 16:00,110.4
1/08/2019 16:00,110.8
2/08/2019 16:00,107.09
5/08/2019 16:00,103.6
6/08/2019 16:00,105.03
7/08/2019 16:00,106.63
8/08/2019 16:00,106.79
9/08/2019 16:00,104.82
12/08/2019 16:00,102.72
13/08/2019 16:00,106.04
14/08/2019 16:00,103.27
15/08/2019 16:00,104.95
16/08/2019 16:00,106.16
19/08/2019 16:00,107.67
20/08/2019 16:00,107.37
21/08/2019 16:00,109.82
22/08/2019 16:00,108.77
23/08/2019 16:00,106.04
26/08/2019 16:00,107.66
27/08/2019 16:00,107.45
28/08/2019 16:00,107.47
29/08/2019 16:00,109.21
30/08/2019 16:00,109.05
3/09/2019 16:00,106.75
4/09/2019 16:00,108.73
5/09/2019 16:00,111.46
6/09/2019 16:00,110.05
9/09/2019 16:00,105.43
10/09/2019 16:00,103.05
11/09/2019 16:00,104.02
12/09/2019 16:00,107.1
13/09/2019 16:00,107
16/09/2019 16:00,106.52
17/09/2019 16:00,107.5
18/09/2019 16:00,105.6
19/09/2019 16:00,106.12
20/09/2019 16:00,104.64
23/09/2019 16:00,105.11
24/09/2019 16:00,103.69
25/09/2019 16:00,104.14
26/09/2019 16:00,104.55
27/09/2019 16:00,102.2
30/09/2019 16:00,103.59
1/10/2019 16:00,102.53
2/10/2019 16:00,99.73
3/10/2019 16:00,101.03
4/10/2019 16:00,102.79
7/10/2019 16:00,101.62
8/10/2019 16:00,99.33
9/10/2019 16:00,99.89
10/10/2019 16:00,100.54
11/10/2019 16:00,101.58
14/10/2019 16:00,101.75
15/10/2019 16:00,103.59
16/10/2019 16:00,103.09
17/10/2019 16:00,103.63
18/10/2019 16:00,101.22
21/10/2019 16:00,101.44
22/10/2019 16:00,97.36
23/10/2019 16:00,96.64
24/10/2019 16:00,104.91
25/10/2019 16:00,107.19
28/10/2019 16:00,106.6
29/10/2019 16:00,105
30/10/2019 16:00,106.5
31/10/2019 16:00,104.1
1/11/2019 16:00,104.98
4/11/2019 16:00,102.81
5/11/2019 16:00,100.99
6/11/2019 16:00,100.63
7/11/2019 16:00,100.47
8/11/2019 16:00,101.42
11/11/2019 16:00,102.67
12/11/2019 16:00,102.03
13/11/2019 16:00,102.12
14/11/2019 16:00,103.73
15/11/2019 16:00,104.2
18/11/2019 16:00,103.66
19/11/2019 16:00,104.95
20/11/2019 16:00,104.09
21/11/2019 16:00,102.55
22/11/2019 16:00,101.77
25/11/2019 16:00,104.45
26/11/2019 16:00,106.2
27/11/2019 16:00,107.75
29/11/2019 13:00,108.01
2/12/2019 16:00,106.21
3/12/2019 16:00,105.59
4/12/2019 16:00,105
5/12/2019 16:00,104.59
6/12/2019 16:00,104.34
9/12/2019 16:00,103.78
10/12/2019 16:00,103.62
11/12/2019 16:00,105.51
12/12/2019 16:00,105.67
13/12/2019 16:00,107.65
16/12/2019 16:00,109.57
17/12/2019 16:00,108.46
18/12/2019 16:00,107.83
19/12/2019 16:00,108.88
20/12/2019 16:00,108.75
23/12/2019 16:00,108.61
24/12/2019 13:00,108.69
26/12/2019 16:00,109.75
27/12/2019 16:00,109.4
30/12/2019 16:00,107.97
31/12/2019 16:00,108.17
2/01/2020 16:00,110.75
3/01/2020 16:00,108.76
6/01/2020 16:00,110.17
7/01/2020 16:00,109.67
8/01/2020 16:00,111.82
9/01/2020 16:00,112.57
10/01/2020 16:00,112.93
13/01/2020 16:00,115.28
14/01/2020 16:00,114.64
15/01/2020 16:00,114.85
16/01/2020 16:00,115.4
17/01/2020 16:00,116.04
21/01/2020 16:00,116.15
22/01/2020 16:00,115.5
23/01/2020 16:00,117.89
24/01/2020 16:00,116.98
27/01/2020 16:00,115.24
28/01/2020 16:00,116.52
29/01/2020 16:00,116.66
30/01/2020 16:00,117.12
31/01/2020 16:00,113.89
3/02/2020 16:00,116.51
4/02/2020 16:00,120.08
5/02/2020 16:00,119.72
6/02/2020 16:00,119.89
7/02/2020 16:00,118.88
10/02/2020 16:00,120.06
11/02/2020 16:00,118.84
12/02/2020 16:00,118.56
13/02/2020 16:00,120.51
14/02/2020 16:00,122.99
18/02/2020 16:00,122.27
19/02/2020 16:00,123.91
20/02/2020 16:00,122.43
21/02/2020 16:00,119.49
24/02/2020 16:00,116.44
25/02/2020 16:00,109.66
26/02/2020 16:00,109.11
27/02/2020 16:00,107.84
28/02/2020 16:00,107.99
2/03/2020 16:00,112.86
3/03/2020 16:00,109.76
4/03/2020 16:00,115.3
5/03/2020 16:00,112.18
6/03/2020 16:00,110.89
9/03/2020 16:00,101.63
10/03/2020 16:00,109.74
11/03/2020 16:00,103.9
12/03/2020 16:00,96.96
13/03/2020 16:00,110.15
16/03/2020 16:00,92.72
17/03/2020 16:00,97.87
18/03/2020 16:00,91.46
19/03/2020 16:00,93.69
20/03/2020 16:00,86.68
23/03/2020 16:00,85.26
24/03/2020 16:00,97.29
25/03/2020 16:00,95.71
26/03/2020 16:00,100.63
27/03/2020 16:00,93.48
30/03/2020 16:00,97.03
31/03/2020 16:00,95.74
1/04/2020 16:00,91.38
2/04/2020 16:00,93.52
3/04/2020 16:00,92.39
6/04/2020 16:00,101.67
7/04/2020 16:00,100.28
8/04/2020 16:00,105.06
9/04/2020 16:00,105.84
13/04/2020 16:00,105.98
14/04/2020 16:00,109.79
15/04/2020 16:00,107.95
16/04/2020 16:00,108.31
17/04/2020 16:00,111.85
20/04/2020 16:00,112.17
21/04/2020 16:00,107.54
22/04/2020 16:00,115.19
23/04/2020 16:00,115.24
24/04/2020 16:00,120.18
27/04/2020 16:00,120.53
28/04/2020 16:00,116.14
29/04/2020 16:00,123.58
30/04/2020 16:00,123
1/05/2020 16:00,120.61
4/05/2020 16:00,123.66
5/05/2020 16:00,125.43
6/05/2020 16:00,128.31
7/05/2020 16:00,146.29
8/05/2020 16:00,144.96
11/05/2020 16:00,143.96
12/05/2020 16:00,141.03
13/05/2020 16:00,143.73
14/05/2020 16:00,144.41
15/05/2020 16:00,145.51
18/05/2020 16:00,146.24
19/05/2020 16:00,145.39
20/05/2020 16:00,150.94
21/05/2020 16:00,148.22
22/05/2020 16:00,150.86
26/05/2020 16:00,147
27/05/2020 16:00,145.96
28/05/2020 16:00,148.79
29/05/2020 16:00,155.01
1/06/2020 16:00,154.53
2/06/2020 16:00,157.49
3/06/2020 16:00,156.78
4/06/2020 16:00,154.6
5/06/2020 16:00,156
8/06/2020 16:00,156.09
9/06/2020 16:00,156.86
10/06/2020 16:00,159.91
11/06/2020 16:00,153.04
12/06/2020 16:00,155.26
15/06/2020 16:00,157.55
16/06/2020 16:00,161.22
17/06/2020 16:00,163.83
18/06/2020 16:00,168.05
19/06/2020 16:00,164.36
22/06/2020 16:00,170.26
23/06/2020 16:00,172.79
24/06/2020 16:00,168
25/06/2020 16:00,172.5
26/06/2020 16:00,170.87
29/06/2020 16:00,168.35
30/06/2020 16:00,174.23
1/07/2020 16:00,177.43
2/07/2020 16:00,177.21
6/07/2020 16:00,176.18
7/07/2020 16:00,177.28
8/07/2020 16:00,181.57
9/07/2020 16:00,183.23
10/07/2020 16:00,178.4
13/07/2020 16:00,171.51
14/07/2020 16:00,172.3
15/07/2020 16:00,172.06
16/07/2020 16:00,169.81
17/07/2020 16:00,173.92
20/07/2020 16:00,178.82
21/07/2020 16:00,175.58
22/07/2020 16:00,178.42
23/07/2020 16:00,173.86
24/07/2020 16:00,172.56
27/07/2020 16:00,177.98
28/07/2020 16:00,176.27
29/07/2020 16:00,184.6
30/07/2020 16:00,192.51
31/07/2020 16:00,196.07
3/08/2020 16:00,197.07
4/08/2020 16:00,197.33
5/08/2020 16:00,202.91
6/08/2020 16:00,204.09
7/08/2020 16:00,198.63
10/08/2020 16:00,193.32
11/08/2020 16:00,189.03
12/08/2020 16:00,191.32
13/08/2020 16:00,193.07
14/08/2020 16:00,191.46
17/08/2020 16:00,196.29
18/08/2020 16:00,194.57
19/08/2020 16:00,192.44
20/08/2020 16:00,198.18
21/08/2020 16:00,196.79
24/08/2020 16:00,198.88
25/08/2020 16:00,201.67
26/08/2020 16:00,203.48
27/08/2020 16:00,204.34
28/08/2020 16:00,204.48
31/08/2020 16:00,204.14
1/09/2020 16:00,208.93
2/09/2020 16:00,210.82
3/09/2020 16:00,204.99
4/09/2020 16:00,191.84
8/09/2020 16:00,185.95
9/09/2020 16:00,194.6
10/09/2020 16:00,190.09
11/09/2020 16:00,184
14/09/2020 16:00,186.96
15/09/2020 16:00,186.02
16/09/2020 16:00,180.91
17/09/2020 16:00,175.79
18/09/2020 16:00,176.07
21/09/2020 16:00,183.21
22/09/2020 16:00,187.78
23/09/2020 16:00,181.61
24/09/2020 16:00,182.19
25/09/2020 16:00,187.25
28/09/2020 16:00,192.02
29/09/2020 16:00,194.5
30/09/2020 16:00,197.03
1/10/2020 16:00,196.94
2/10/2020 16:00,191.91
5/10/2020 16:00,196.85
6/10/2020 16:00,191.66
7/10/2020 16:00,194.61
8/10/2020 16:00,193.06
9/10/2020 16:00,197.27
12/10/2020 16:00,201.51
13/10/2020 16:00,207.74
14/10/2020 16:00,203.6
15/10/2020 16:00,203.14
16/10/2020 16:00,204.45
19/10/2020 16:00,200.06
20/10/2020 16:00,201.96
21/10/2020 16:00,213.07
22/10/2020 16:00,203.93
23/10/2020 16:00,203.04
26/10/2020 16:00,197.22
27/10/2020 16:00,200.43
28/10/2020 16:00,192.31
29/10/2020 16:00,195.04
30/10/2020 16:00,186.13
2/11/2020 16:00,187.76
3/11/2020 16:00,179.81
4/11/2020 16:00,194.29
5/11/2020 16:00,204.56
6/11/2020 16:00,202.73
9/11/2020 16:00,184.72
10/11/2020 16:00,183.36
11/11/2020 16:00,192.34
12/11/2020 16:00,189.1
13/11/2020 16:00,188.62
16/11/2020 16:00,191.94
17/11/2020 16:00,192.3
18/11/2020 16:00,190.12
19/11/2020 16:00,190.9
20/11/2020 16:00,192.67
23/11/2020 16:00,200.82
24/11/2020 16:00,206
25/11/2020 16:00,214.46
27/11/2020 13:00,211.39
30/11/2020 16:00,214.12
1/12/2020 16:00,216.54
2/12/2020 16:00,212.56
3/12/2020 16:00,214.54
4/12/2020 16:00,217.77
7/12/2020 16:00,217.93
8/12/2020 16:00,216.94
9/12/2020 16:00,210.8
10/12/2020 16:00,215.34
11/12/2020 16:00,214.06
14/12/2020 16:00,220.79
15/12/2020 16:00,221.6
16/12/2020 16:00,230.2
17/12/2020 16:00,235.51
18/12/2020 16:00,236.45
21/12/2020 16:00,237.72
22/12/2020 16:00,243.49
23/12/2020 16:00,239.44
24/12/2020 13:00,238.64
28/12/2020 16:00,235.73
29/12/2020 16:00,231.03
30/12/2020 16:00,231.51
