Date,Close
2/01/2018 16:00,7.19
3/01/2018 16:00,7.19
4/01/2018 16:00,7.14
5/01/2018 16:00,7.13
8/01/2018 16:00,7.1
9/01/2018 16:00,7.09
10/01/2018 16:00,7.07
11/01/2018 16:00,7
12/01/2018 16:00,7
16/01/2018 16:00,6.87
17/01/2018 16:00,6.68
18/01/2018 16:00,6.95
19/01/2018 16:00,6.77
22/01/2018 16:00,6.79
23/01/2018 16:00,7
24/01/2018 16:00,7.5
25/01/2018 16:00,8.46
26/01/2018 16:00,8.46
29/01/2018 16:00,8.35
30/01/2018 16:00,7.87
31/01/2018 16:00,7.65
1/02/2018 16:00,7.11
2/02/2018 16:00,7.08
5/02/2018 16:00,7.1
6/02/2018 16:00,7.29
7/02/2018 16:00,7.1
8/02/2018 16:00,6.92
9/02/2018 16:00,6.9
12/02/2018 16:00,7.11
13/02/2018 16:00,7.01
14/02/2018 16:00,7.81
15/02/2018 16:00,7.73
16/02/2018 16:00,7.7
20/02/2018 16:00,7.58
21/02/2018 16:00,7.62
22/02/2018 16:00,7.59
23/02/2018 16:00,7.42
26/02/2018 16:00,7.07
27/02/2018 16:00,7.07
28/02/2018 16:00,7.08
1/03/2018 16:00,7
2/03/2018 16:00,7.09
5/03/2018 16:00,7.36
6/03/2018 16:00,7.35
7/03/2018 16:00,7.5
8/03/2018 16:00,8.02
9/03/2018 16:00,7.87
12/03/2018 16:00,8.43
13/03/2018 16:00,7.95
14/03/2018 16:00,7.84
15/03/2018 16:00,7.6
16/03/2018 16:00,7.67
19/03/2018 16:00,7.68
20/03/2018 16:00,7.69
21/03/2018 16:00,8.17
22/03/2018 16:00,8
23/03/2018 16:00,7.95
26/03/2018 16:00,7.25
27/03/2018 16:00,7.33
28/03/2018 16:00,7.33
29/03/2018 16:00,7.45
2/04/2018 16:00,7.19
3/04/2018 16:00,7.12
4/04/2018 16:00,7.29
5/04/2018 16:00,7.12
6/04/2018 16:00,7.08
9/04/2018 16:00,7.08
10/04/2018 16:00,7.02
11/04/2018 16:00,7.02
12/04/2018 16:00,6.97
13/04/2018 16:00,6.87
16/04/2018 16:00,6.71
17/04/2018 16:00,6.79
18/04/2018 16:00,6.82
19/04/2018 16:00,6.7
20/04/2018 16:00,6.7
23/04/2018 16:00,6.7
24/04/2018 16:00,6.76
25/04/2018 16:00,6.67
26/04/2018 16:00,6.69
27/04/2018 16:00,6.73
30/04/2018 16:00,6.8
1/05/2018 16:00,6.57
2/05/2018 16:00,6.55
3/05/2018 16:00,6.53
4/05/2018 16:00,6.53
7/05/2018 16:00,6.56
8/05/2018 16:00,6.52
9/05/2018 16:00,6.69
10/05/2018 16:00,6.83
11/05/2018 16:00,6.73
14/05/2018 16:00,6.88
15/05/2018 16:00,7.98
16/05/2018 16:00,8.35
17/05/2018 16:00,8.08
18/05/2018 16:00,7.44
21/05/2018 16:00,7.32
22/05/2018 16:00,7.38
23/05/2018 16:00,7.35
24/05/2018 16:00,7.43
25/05/2018 16:00,7.36
29/05/2018 16:00,7.44
30/05/2018 16:00,7.44
31/05/2018 16:00,7.43
1/06/2018 16:00,7.69
4/06/2018 16:00,6.94
5/06/2018 16:00,6.62
6/06/2018 16:00,6.77
7/06/2018 16:00,6.79
8/06/2018 16:00,6.57
11/06/2018 16:00,6.51
12/06/2018 16:00,6.47
13/06/2018 16:00,6.42
